Drug Reaction,stop irritation,consult nearest hospital,stop taking drug,follow up
Traumatic Blood Infection,consult doctor,rest,drink fluids,medication
Septic Lung Infection,consult doctor,rest,drink fluids,medication
Metabolic Liver Damage,consult doctor,rest,drink fluids,medication
Traumatic Eye Pain,consult doctor,rest,drink fluids,medication
Autoimmune Thyroid Disorder,consult doctor,rest,drink fluids,medication
Fungal Heart Damage,consult doctor,rest,drink fluids,medication
Metabolic Heart Inflammation,consult doctor,rest,drink fluids,medication
Severe Blood Degeneration,consult doctor,rest,drink fluids,medication
Hereditary Joint Degeneration,consult doctor,rest,drink fluids,medication
Severe Stomach Damage,consult doctor,rest,drink fluids,medication
Mild Thyroid Disease,consult doctor,rest,drink fluids,medication
Autoimmune Skin Syndrome,consult doctor,rest,drink fluids,medication
Traumatic Nerve Failure,consult doctor,rest,drink fluids,medication
Severe Heart Inflammation,consult doctor,rest,drink fluids,medication
Viral Nerve Damage,consult doctor,rest,drink fluids,medication
Viral Lung Dysfunction,consult doctor,rest,drink fluids,medication
Metabolic Thyroid Congestion,consult doctor,rest,drink fluids,medication
Chronic Liver Congestion,consult doctor,rest,drink fluids,medication
Mild Lung Infection,consult doctor,rest,drink fluids,medication
Hereditary Bone Failure,consult doctor,rest,drink fluids,medication
Acute Lung Degeneration,consult doctor,rest,drink fluids,medication
Allergic Skin Damage,consult doctor,rest,drink fluids,medication
Mild Liver Disease,consult doctor,rest,drink fluids,medication
Hereditary Blood Infection,consult doctor,rest,drink fluids,medication
Acute Intestine Infection,consult doctor,rest,drink fluids,medication
Autoimmune Ear Congestion,consult doctor,rest,drink fluids,medication
Acute Ear Failure,consult doctor,rest,drink fluids,medication
Bacterial Muscle Disorder,consult doctor,rest,drink fluids,medication
Bacterial Stomach Calculus,consult doctor,rest,drink fluids,medication
Chronic Ear Degeneration,consult doctor,rest,drink fluids,medication
Idiopathic Heart Failure,consult doctor,rest,drink fluids,medication
Septic Liver Degeneration,consult doctor,rest,drink fluids,medication
Bacterial Heart Syndrome,consult doctor,rest,drink fluids,medication
Fungal Liver Dysfunction,consult doctor,rest,drink fluids,medication
Severe Joint Disorder,consult doctor,rest,drink fluids,medication
Acute Brain Damage,consult doctor,rest,drink fluids,medication
Chronic Brain Tumor,consult doctor,rest,drink fluids,medication
Allergic Nerve Tumor,consult doctor,rest,drink fluids,medication
Allergic Throat Disease,consult doctor,rest,drink fluids,medication
Bacterial Stomach Pain,consult doctor,rest,drink fluids,medication
Mild Ear Syndrome,consult doctor,rest,drink fluids,medication
Allergic Lung Pain,consult doctor,rest,drink fluids,medication
Allergic Ear Dysfunction,consult doctor,rest,drink fluids,medication
Chronic Eye Failure,consult doctor,rest,drink fluids,medication
Severe Brain Pain,consult doctor,rest,drink fluids,medication
Acute Joint Damage,consult doctor,rest,drink fluids,medication
Fungal Nerve Tumor,consult doctor,rest,drink fluids,medication
Autoimmune Blood Disease,consult doctor,rest,drink fluids,medication
Acute Heart Infection,consult doctor,rest,drink fluids,medication
Hereditary Muscle Tumor,consult doctor,rest,drink fluids,medication
Septic Intestine Disorder,consult doctor,rest,drink fluids,medication
Viral Intestine Disorder,consult doctor,rest,drink fluids,medication
Traumatic Bone Calculus,consult doctor,rest,drink fluids,medication
Allergic Lung Calculus,consult doctor,rest,drink fluids,medication
Fungal Lung Damage,consult doctor,rest,drink fluids,medication
Chronic Stomach Inflammation,consult doctor,rest,drink fluids,medication
Severe Nerve Syndrome,consult doctor,rest,drink fluids,medication
Severe Ear Degeneration,consult doctor,rest,drink fluids,medication
Hereditary Bone Disorder,consult doctor,rest,drink fluids,medication
Allergic Stomach Failure,consult doctor,rest,drink fluids,medication
Bacterial Stomach Failure,consult doctor,rest,drink fluids,medication
Severe Muscle Disorder,consult doctor,rest,drink fluids,medication
Acute Throat Syndrome,consult doctor,rest,drink fluids,medication
Bacterial Brain Syndrome,consult doctor,rest,drink fluids,medication
Septic Nerve Syndrome,consult doctor,rest,drink fluids,medication
Idiopathic Thyroid Damage,consult doctor,rest,drink fluids,medication
Fungal Muscle Inflammation,consult doctor,rest,drink fluids,medication
Traumatic Kidney Damage,consult doctor,rest,drink fluids,medication
Viral Heart Disorder,consult doctor,rest,drink fluids,medication
Allergic Kidney Damage,consult doctor,rest,drink fluids,medication
Metabolic Blood Dysfunction,consult doctor,rest,drink fluids,medication
Septic Thyroid Degeneration,consult doctor,rest,drink fluids,medication
Viral Intestine Disease,consult doctor,rest,drink fluids,medication
Chronic Brain Failure,consult doctor,rest,drink fluids,medication
Bacterial Stomach Infection,consult doctor,rest,drink fluids,medication
Metabolic Skin Inflammation,consult doctor,rest,drink fluids,medication
Fungal Thyroid Tumor,consult doctor,rest,drink fluids,medication
Mild Throat Infection,consult doctor,rest,drink fluids,medication
Allergic Stomach Pain,consult doctor,rest,drink fluids,medication
Hereditary Nerve Dysfunction,consult doctor,rest,drink fluids,medication
Autoimmune Brain Disease,consult doctor,rest,drink fluids,medication
Septic Brain Dysfunction,consult doctor,rest,drink fluids,medication
Severe Thyroid Disorder,consult doctor,rest,drink fluids,medication
Metabolic Lung Tumor,consult doctor,rest,drink fluids,medication
Viral Bone Infection,consult doctor,rest,drink fluids,medication
Mild Kidney Tumor,consult doctor,rest,drink fluids,medication
Metabolic Skin Disorder,consult doctor,rest,drink fluids,medication
Mild Brain Congestion,consult doctor,rest,drink fluids,medication
Metabolic Bone Inflammation,consult doctor,rest,drink fluids,medication
Metabolic Skin Syndrome,consult doctor,rest,drink fluids,medication
Allergic Intestine Calculus,consult doctor,rest,drink fluids,medication
Metabolic Joint Pain,consult doctor,rest,drink fluids,medication
Allergic Intestine Infection,consult doctor,rest,drink fluids,medication
Acute Nerve Disorder,consult doctor,rest,drink fluids,medication
Metabolic Throat Pain,consult doctor,rest,drink fluids,medication
Fungal Blood Failure,consult doctor,rest,drink fluids,medication
Mild Stomach Inflammation,consult doctor,rest,drink fluids,medication
Traumatic Liver Disease,consult doctor,rest,drink fluids,medication
Bacterial Bone Infection,consult doctor,rest,drink fluids,medication
Viral Skin Dysfunction,consult doctor,rest,drink fluids,medication
Metabolic Thyroid Syndrome,consult doctor,rest,drink fluids,medication
Hereditary Skin Disease,consult doctor,rest,drink fluids,medication
Chronic Ear Pain,consult doctor,rest,drink fluids,medication
Allergic Muscle Pain,consult doctor,rest,drink fluids,medication
Allergic Heart Pain,consult doctor,rest,drink fluids,medication
Chronic Skin Congestion,consult doctor,rest,drink fluids,medication
Viral Intestine Pain,consult doctor,rest,drink fluids,medication
Septic Muscle Pain,consult doctor,rest,drink fluids,medication
Viral Lung Damage,consult doctor,rest,drink fluids,medication
Acute Joint Calculus,consult doctor,rest,drink fluids,medication
Viral Blood Syndrome,consult doctor,rest,drink fluids,medication
Autoimmune Nerve Degeneration,consult doctor,rest,drink fluids,medication
Metabolic Nerve Infection,consult doctor,rest,drink fluids,medication
Chronic Stomach Disease,consult doctor,rest,drink fluids,medication
Bacterial Intestine Tumor,consult doctor,rest,drink fluids,medication
Autoimmune Joint Calculus,consult doctor,rest,drink fluids,medication
Allergic Joint Damage,consult doctor,rest,drink fluids,medication
Severe Muscle Damage,consult doctor,rest,drink fluids,medication
Acute Throat Infection,consult doctor,rest,drink fluids,medication
Metabolic Lung Infection,consult doctor,rest,drink fluids,medication
Autoimmune Blood Congestion,consult doctor,rest,drink fluids,medication
Chronic Thyroid Degeneration,consult doctor,rest,drink fluids,medication
Allergic Blood Calculus,consult doctor,rest,drink fluids,medication
Septic Ear Dysfunction,consult doctor,rest,drink fluids,medication
Septic Brain Degeneration,consult doctor,rest,drink fluids,medication
Viral Blood Disorder,consult doctor,rest,drink fluids,medication
Fungal Heart Disorder,consult doctor,rest,drink fluids,medication
Viral Muscle Damage,consult doctor,rest,drink fluids,medication
Hereditary Stomach Pain,consult doctor,rest,drink fluids,medication
Allergic Ear Syndrome,consult doctor,rest,drink fluids,medication
Chronic Liver Failure,consult doctor,rest,drink fluids,medication
Severe Lung Failure,consult doctor,rest,drink fluids,medication
Bacterial Stomach Damage,consult doctor,rest,drink fluids,medication
Septic Brain Damage,consult doctor,rest,drink fluids,medication
Acute Brain Pain,consult doctor,rest,drink fluids,medication
Mild Bone Inflammation,consult doctor,rest,drink fluids,medication
Viral Heart Tumor,consult doctor,rest,drink fluids,medication
Viral Nerve Syndrome,consult doctor,rest,drink fluids,medication
Bacterial Skin Infection,consult doctor,rest,drink fluids,medication
Autoimmune Joint Pain,consult doctor,rest,drink fluids,medication
Fungal Skin Degeneration,consult doctor,rest,drink fluids,medication
Severe Muscle Dysfunction,consult doctor,rest,drink fluids,medication
Traumatic Eye Dysfunction,consult doctor,rest,drink fluids,medication
Acute Brain Failure,consult doctor,rest,drink fluids,medication
Hereditary Nerve Congestion,consult doctor,rest,drink fluids,medication
Septic Brain Infection,consult doctor,rest,drink fluids,medication
Chronic Throat Degeneration,consult doctor,rest,drink fluids,medication
Acute Eye Dysfunction,consult doctor,rest,drink fluids,medication
Metabolic Eye Tumor,consult doctor,rest,drink fluids,medication
Allergic Liver Damage,consult doctor,rest,drink fluids,medication
Autoimmune Muscle Tumor,consult doctor,rest,drink fluids,medication
Acute Skin Inflammation,consult doctor,rest,drink fluids,medication
Chronic Intestine Calculus,consult doctor,rest,drink fluids,medication
Viral Nerve Disorder,consult doctor,rest,drink fluids,medication
Autoimmune Skin Inflammation,consult doctor,rest,drink fluids,medication
Chronic Intestine Pain,consult doctor,rest,drink fluids,medication
Bacterial Intestine Calculus,consult doctor,rest,drink fluids,medication
Bacterial Muscle Damage,consult doctor,rest,drink fluids,medication
Autoimmune Muscle Failure,consult doctor,rest,drink fluids,medication
Chronic Muscle Disease,consult doctor,rest,drink fluids,medication
Mild Blood Tumor,consult doctor,rest,drink fluids,medication
Traumatic Throat Degeneration,consult doctor,rest,drink fluids,medication
Autoimmune Heart Damage,consult doctor,rest,drink fluids,medication
Traumatic Bone Failure,consult doctor,rest,drink fluids,medication
Mild Skin Calculus,consult doctor,rest,drink fluids,medication
Septic Skin Congestion,consult doctor,rest,drink fluids,medication
Metabolic Stomach Syndrome,consult doctor,rest,drink fluids,medication
Viral Ear Dysfunction,consult doctor,rest,drink fluids,medication
Fungal Throat Pain,consult doctor,rest,drink fluids,medication
Autoimmune Intestine Dysfunction,consult doctor,rest,drink fluids,medication
Chronic Heart Tumor,consult doctor,rest,drink fluids,medication
Mild Skin Pain,consult doctor,rest,drink fluids,medication
Allergic Kidney Dysfunction,consult doctor,rest,drink fluids,medication
Autoimmune Muscle Syndrome,consult doctor,rest,drink fluids,medication
Autoimmune Heart Congestion,consult doctor,rest,drink fluids,medication
Severe Intestine Congestion,consult doctor,rest,drink fluids,medication
Hereditary Muscle Failure,consult doctor,rest,drink fluids,medication
Fungal Bone Failure,consult doctor,rest,drink fluids,medication
Mild Eye Congestion,consult doctor,rest,drink fluids,medication
Hereditary Joint Tumor,consult doctor,rest,drink fluids,medication
Rubella (Acute),consult specialist,monitor vitals,follow Rubella protocols,rest
Hepatitis B (Severe),consult specialist,monitor vitals,follow Hepatitis B protocols,rest
Whooping Cough (Severe),consult specialist,monitor vitals,follow Whooping Cough protocols,rest
Insomnia (Chronic),consult specialist,monitor vitals,follow Insomnia protocols,rest
Hypothyroidism (Acute),consult specialist,monitor vitals,follow Hypothyroidism protocols,rest
Urinary tract infection (Severe),consult specialist,monitor vitals,follow Urinary tract infection protocols,rest
Chronic cholestasis (Severe),consult specialist,monitor vitals,follow Chronic cholestasis protocols,rest
Measles (Stage 1),consult specialist,monitor vitals,follow Measles protocols,rest
Heart attack (Chronic),consult specialist,monitor vitals,follow Heart attack protocols,rest
Fungal infection (Chronic),consult specialist,monitor vitals,follow Fungal infection protocols,rest
Hernia (Severe),consult specialist,monitor vitals,follow Hernia protocols,rest
Tetanus (Mild),consult specialist,monitor vitals,follow Tetanus protocols,rest
Ebola (Stage 1),consult specialist,monitor vitals,follow Ebola protocols,rest
Gallstones (Acute),consult specialist,monitor vitals,follow Gallstones protocols,rest
Liver Cirrhosis (Severe),consult specialist,monitor vitals,follow Liver Cirrhosis protocols,rest
Migraine (Mild),consult specialist,monitor vitals,follow Migraine protocols,rest
Psoriasis (Severe),consult specialist,monitor vitals,follow Psoriasis protocols,rest
Varicose veins (Acute),consult specialist,monitor vitals,follow Varicose veins protocols,rest
AIDS (Mild),consult specialist,monitor vitals,follow AIDS protocols,rest
Dengue (Severe),consult specialist,monitor vitals,follow Dengue protocols,rest
Hepatitis D (Stage 1),consult specialist,monitor vitals,follow Hepatitis D protocols,rest
Depression (Mild),consult specialist,monitor vitals,follow Depression protocols,rest
Eczema (Mild),consult specialist,monitor vitals,follow Eczema protocols,rest
Rosacea (Mild),consult specialist,monitor vitals,follow Rosacea protocols,rest
Fungal infection (Stage 1),consult specialist,monitor vitals,follow Fungal infection protocols,rest
Alcoholic hepatitis (Chronic),consult specialist,monitor vitals,follow Alcoholic hepatitis protocols,rest
Cholera (Chronic),consult specialist,monitor vitals,follow Cholera protocols,rest
Tetanus,consult specialist,monitor vitals,follow Tetanus protocols,rest
Ringworm (Stage 1),consult specialist,monitor vitals,follow Ringworm protocols,rest
Jaundice (Mild),consult specialist,monitor vitals,follow Jaundice protocols,rest
Rabies,consult specialist,monitor vitals,follow Rabies protocols,rest
Cervical spondylosis (Mild),consult specialist,monitor vitals,follow Cervical spondylosis protocols,rest
Bronchial Asthma (Severe),consult specialist,monitor vitals,follow Bronchial Asthma protocols,rest
Gastroenteritis (Stage 1),consult specialist,monitor vitals,follow Gastroenteritis protocols,rest
Depression (Severe),consult specialist,monitor vitals,follow Depression protocols,rest
Hepatitis B (Acute),consult specialist,monitor vitals,follow Hepatitis B protocols,rest
COVID-19 (Acute),consult specialist,monitor vitals,follow COVID-19 protocols,rest
Zika Virus (Acute),consult specialist,monitor vitals,follow Zika Virus protocols,rest
Arthritis (Acute),consult specialist,monitor vitals,follow Arthritis protocols,rest
hepatitis A (Severe),consult specialist,monitor vitals,follow hepatitis A protocols,rest
Diabetes  (Stage 1),consult specialist,monitor vitals,follow Diabetes protocols,rest
Hypertension (High BP) (Acute),consult specialist,monitor vitals,follow Hypertension protocols,rest
Zika Virus (Severe),consult specialist,monitor vitals,follow Zika Virus protocols,rest
(vertigo) Paroymsal  Positional Vertigo (Acute),consult specialist,monitor vitals,follow  protocols,rest
Pancreatitis (Acute),consult specialist,monitor vitals,follow Pancreatitis protocols,rest
Depression (Acute),consult specialist,monitor vitals,follow Depression protocols,rest
Peptic ulcer diseae (Severe),consult specialist,monitor vitals,follow Peptic ulcer diseae protocols,rest
Urinary tract infection (Acute),consult specialist,monitor vitals,follow Urinary tract infection protocols,rest
Hypertension  (Stage 1),consult specialist,monitor vitals,follow Hypertension protocols,rest
Typhoid (Chronic),consult specialist,monitor vitals,follow Typhoid protocols,rest
Cervical spondylosis (Chronic),consult specialist,monitor vitals,follow Cervical spondylosis protocols,rest
Ringworm (Acute),consult specialist,monitor vitals,follow Ringworm protocols,rest
Malaria (Acute),consult specialist,monitor vitals,follow Malaria protocols,rest
Appendicitis (Acute),consult specialist,monitor vitals,follow Appendicitis protocols,rest
Conjunctivitis (Pink Eye) (Severe),consult specialist,monitor vitals,follow Conjunctivitis protocols,rest
Eczema (Severe),consult specialist,monitor vitals,follow Eczema protocols,rest
Fibromyalgia (Severe),consult specialist,monitor vitals,follow Fibromyalgia protocols,rest
Bronchial Asthma (Stage 1),consult specialist,monitor vitals,follow Bronchial Asthma protocols,rest
Rabies (Mild),consult specialist,monitor vitals,follow Rabies protocols,rest
Impetigo (Severe),consult specialist,monitor vitals,follow Impetigo protocols,rest
Hypertension  (Mild),consult specialist,monitor vitals,follow Hypertension protocols,rest
Lyme Disease (Acute),consult specialist,monitor vitals,follow Lyme Disease protocols,rest
Fungal infection (Acute),consult specialist,monitor vitals,follow Fungal infection protocols,rest
Typhoid (Severe),consult specialist,monitor vitals,follow Typhoid protocols,rest
Lyme Disease (Chronic),consult specialist,monitor vitals,follow Lyme Disease protocols,rest
Anxiety Disorder (Chronic),consult specialist,monitor vitals,follow Anxiety Disorder protocols,rest
Jaundice (Severe),consult specialist,monitor vitals,follow Jaundice protocols,rest
Hyperthyroidism (Chronic),consult specialist,monitor vitals,follow Hyperthyroidism protocols,rest
Stroke (Mild),consult specialist,monitor vitals,follow Stroke protocols,rest
Influenza (Chronic),consult specialist,monitor vitals,follow Influenza protocols,rest
Hypoglycemia (Acute),consult specialist,monitor vitals,follow Hypoglycemia protocols,rest
Lyme Disease (Severe),consult specialist,monitor vitals,follow Lyme Disease protocols,rest
Osteoarthristis (Mild),consult specialist,monitor vitals,follow Osteoarthristis protocols,rest
Fibromyalgia (Acute),consult specialist,monitor vitals,follow Fibromyalgia protocols,rest
Hernia,consult specialist,monitor vitals,follow Hernia protocols,rest
Common Cold (Severe),consult specialist,monitor vitals,follow Common Cold protocols,rest
Varicose veins (Stage 1),consult specialist,monitor vitals,follow Varicose veins protocols,rest
Kidney Stones (Chronic),consult specialist,monitor vitals,follow Kidney Stones protocols,rest
hepatitis A (Acute),consult specialist,monitor vitals,follow hepatitis A protocols,rest
Diphtheria,consult specialist,monitor vitals,follow Diphtheria protocols,rest
Gastroenteritis (Chronic),consult specialist,monitor vitals,follow Gastroenteritis protocols,rest
Varicose veins (Severe),consult specialist,monitor vitals,follow Varicose veins protocols,rest
Paralysis (brain hemorrhage) (Severe),consult specialist,monitor vitals,follow Paralysis protocols,rest
Rosacea (Acute),consult specialist,monitor vitals,follow Rosacea protocols,rest
Kidney Stones,consult specialist,monitor vitals,follow Kidney Stones protocols,rest
Rabies (Stage 1),consult specialist,monitor vitals,follow Rabies protocols,rest
Varicose veins (Chronic),consult specialist,monitor vitals,follow Varicose veins protocols,rest
Mumps (Stage 1),consult specialist,monitor vitals,follow Mumps protocols,rest
Melanoma (Mild),consult specialist,monitor vitals,follow Melanoma protocols,rest
Hepatitis D (Chronic),consult specialist,monitor vitals,follow Hepatitis D protocols,rest
Heart attack (Severe),consult specialist,monitor vitals,follow Heart attack protocols,rest
Drug Reaction (Chronic),consult specialist,monitor vitals,follow Drug Reaction protocols,rest
Tuberculosis (Severe),consult specialist,monitor vitals,follow Tuberculosis protocols,rest
Measles (Acute),consult specialist,monitor vitals,follow Measles protocols,rest
Fibromyalgia,consult specialist,monitor vitals,follow Fibromyalgia protocols,rest
Acne (Severe),consult specialist,monitor vitals,follow Acne protocols,rest
Dengue (Mild),consult specialist,monitor vitals,follow Dengue protocols,rest
Fungal infection (Severe),consult specialist,monitor vitals,follow Fungal infection protocols,rest
Osteoporosis (Chronic),consult specialist,monitor vitals,follow Osteoporosis protocols,rest
Peptic ulcer diseae (Chronic),consult specialist,monitor vitals,follow Peptic ulcer diseae protocols,rest
Measles (Chronic),consult specialist,monitor vitals,follow Measles protocols,rest
Hypoglycemia (Chronic),consult specialist,monitor vitals,follow Hypoglycemia protocols,rest
Hypertension (Acute),consult specialist,monitor vitals,follow Hypertension protocols,rest
Hepatitis B (Stage 1),consult specialist,monitor vitals,follow Hepatitis B protocols,rest
Diabetes  (Mild),consult specialist,monitor vitals,follow Diabetes protocols,rest
Chronic cholestasis (Stage 1),consult specialist,monitor vitals,follow Chronic cholestasis protocols,rest
Mumps (Chronic),consult specialist,monitor vitals,follow Mumps protocols,rest
Arthritis (Mild),consult specialist,monitor vitals,follow Arthritis protocols,rest
GERD (Mild),consult specialist,monitor vitals,follow GERD protocols,rest
Eczema,consult specialist,monitor vitals,follow Eczema protocols,rest
Whooping Cough (Mild),consult specialist,monitor vitals,follow Whooping Cough protocols,rest
Eczema (Stage 1),consult specialist,monitor vitals,follow Eczema protocols,rest
Tonsillitis (Severe),consult specialist,monitor vitals,follow Tonsillitis protocols,rest
Hepatitis D (Acute),consult specialist,monitor vitals,follow Hepatitis D protocols,rest
Measles (Mild),consult specialist,monitor vitals,follow Measles protocols,rest
Lyme Disease (Stage 1),consult specialist,monitor vitals,follow Lyme Disease protocols,rest
Sinusitis,consult specialist,monitor vitals,follow Sinusitis protocols,rest
Diabetes  (Chronic),consult specialist,monitor vitals,follow Diabetes protocols,rest
Anxiety Disorder (Acute),consult specialist,monitor vitals,follow Anxiety Disorder protocols,rest
Osteoporosis (Severe),consult specialist,monitor vitals,follow Osteoporosis protocols,rest
Insomnia (Mild),consult specialist,monitor vitals,follow Insomnia protocols,rest
Fibromyalgia (Mild),consult specialist,monitor vitals,follow Fibromyalgia protocols,rest
hepatitis A (Chronic),consult specialist,monitor vitals,follow hepatitis A protocols,rest
Urinary Tract Infection (UTI) (Stage 1),consult specialist,monitor vitals,follow Urinary Tract Infection protocols,rest
Hepatitis D (Severe),consult specialist,monitor vitals,follow Hepatitis D protocols,rest
Hernia (Chronic),consult specialist,monitor vitals,follow Hernia protocols,rest
Lyme Disease (Mild),consult specialist,monitor vitals,follow Lyme Disease protocols,rest
Common Cold (Mild),consult specialist,monitor vitals,follow Common Cold protocols,rest
Typhoid (Acute),consult specialist,monitor vitals,follow Typhoid protocols,rest
Glaucoma (Severe),consult specialist,monitor vitals,follow Glaucoma protocols,rest
Osteoporosis,consult specialist,monitor vitals,follow Osteoporosis protocols,rest
Allergy (Stage 1),consult specialist,monitor vitals,follow Allergy protocols,rest
Chicken pox (Acute),consult specialist,monitor vitals,follow Chicken pox protocols,rest
Anemia,consult specialist,monitor vitals,follow Anemia protocols,rest
Bronchitis (Severe),consult specialist,monitor vitals,follow Bronchitis protocols,rest
Typhoid (Stage 1),consult specialist,monitor vitals,follow Typhoid protocols,rest
Melanoma (Chronic),consult specialist,monitor vitals,follow Melanoma protocols,rest
Hypertension ,consult specialist,monitor vitals,follow Hypertension protocols,rest
Rosacea (Stage 1),consult specialist,monitor vitals,follow Rosacea protocols,rest
Hypertension (High BP),consult specialist,monitor vitals,follow Hypertension protocols,rest
Dengue (Chronic),consult specialist,monitor vitals,follow Dengue protocols,rest
Heart attack (Stage 1),consult specialist,monitor vitals,follow Heart attack protocols,rest
Ringworm (Chronic),consult specialist,monitor vitals,follow Ringworm protocols,rest
Common Cold (Chronic),consult specialist,monitor vitals,follow Common Cold protocols,rest
Osteoarthristis (Chronic),consult specialist,monitor vitals,follow Osteoarthristis protocols,rest
Food Poisoning (Stage 1),consult specialist,monitor vitals,follow Food Poisoning protocols,rest
Bronchitis (Stage 1),consult specialist,monitor vitals,follow Bronchitis protocols,rest
Conjunctivitis (Pink Eye) (Mild),consult specialist,monitor vitals,follow Conjunctivitis protocols,rest
Glaucoma,consult specialist,monitor vitals,follow Glaucoma protocols,rest
Alcoholic hepatitis (Mild),consult specialist,monitor vitals,follow Alcoholic hepatitis protocols,rest
Hypertension (Chronic),consult specialist,monitor vitals,follow Hypertension protocols,rest
Migraine (Severe),consult specialist,monitor vitals,follow Migraine protocols,rest
Hyperthyroidism (Stage 1),consult specialist,monitor vitals,follow Hyperthyroidism protocols,rest
Viral Fever (Stage 1),consult specialist,monitor vitals,follow Viral Fever protocols,rest
Rubella (Stage 1),consult specialist,monitor vitals,follow Rubella protocols,rest
hepatitis A (Stage 1),consult specialist,monitor vitals,follow hepatitis A protocols,rest
Eczema (Chronic),consult specialist,monitor vitals,follow Eczema protocols,rest
Hepatitis E (Chronic),consult specialist,monitor vitals,follow Hepatitis E protocols,rest
Influenza (Severe),consult specialist,monitor vitals,follow Influenza protocols,rest
Urinary Tract Infection (UTI) (Chronic),consult specialist,monitor vitals,follow Urinary Tract Infection protocols,rest
Eczema (Acute),consult specialist,monitor vitals,follow Eczema protocols,rest
Tonsillitis (Stage 1),consult specialist,monitor vitals,follow Tonsillitis protocols,rest
Gout (Mild),consult specialist,monitor vitals,follow Gout protocols,rest
Bronchitis (Mild),consult specialist,monitor vitals,follow Bronchitis protocols,rest
Pancreatitis (Mild),consult specialist,monitor vitals,follow Pancreatitis protocols,rest
Hepatitis C (Acute),consult specialist,monitor vitals,follow Hepatitis C protocols,rest
COVID-19 (Mild),consult specialist,monitor vitals,follow COVID-19 protocols,rest
Bronchitis (Chronic),consult specialist,monitor vitals,follow Bronchitis protocols,rest
Zika Virus,consult specialist,monitor vitals,follow Zika Virus protocols,rest
Depression,consult specialist,monitor vitals,follow Depression protocols,rest
Rosacea,consult specialist,monitor vitals,follow Rosacea protocols,rest
Chronic cholestasis (Chronic),consult specialist,monitor vitals,follow Chronic cholestasis protocols,rest
Hypertension (Severe),consult specialist,monitor vitals,follow Hypertension protocols,rest
Whooping Cough,consult specialist,monitor vitals,follow Whooping Cough protocols,rest
Pneumonia (Acute),consult specialist,monitor vitals,follow Pneumonia protocols,rest
Pneumonia (Chronic),consult specialist,monitor vitals,follow Pneumonia protocols,rest
Jaundice (Chronic),consult specialist,monitor vitals,follow Jaundice protocols,rest
Tonsillitis (Chronic),consult specialist,monitor vitals,follow Tonsillitis protocols,rest
Chicken pox (Mild),consult specialist,monitor vitals,follow Chicken pox protocols,rest
Stroke (Severe),consult specialist,monitor vitals,follow Stroke protocols,rest
Tonsillitis (Mild),consult specialist,monitor vitals,follow Tonsillitis protocols,rest
Cataracts (Severe),consult specialist,monitor vitals,follow Cataracts protocols,rest
Gallstones (Chronic),consult specialist,monitor vitals,follow Gallstones protocols,rest
Rosacea (Severe),consult specialist,monitor vitals,follow Rosacea protocols,rest
AIDS (Chronic),consult specialist,monitor vitals,follow AIDS protocols,rest
Cervical spondylosis (Stage 1),consult specialist,monitor vitals,follow Cervical spondylosis protocols,rest
Anxiety Disorder (Mild),consult specialist,monitor vitals,follow Anxiety Disorder protocols,rest
Chicken pox (Severe),consult specialist,monitor vitals,follow Chicken pox protocols,rest
Psoriasis (Acute),consult specialist,monitor vitals,follow Psoriasis protocols,rest
COVID-19 (Chronic),consult specialist,monitor vitals,follow COVID-19 protocols,rest
Peptic ulcer diseae (Mild),consult specialist,monitor vitals,follow Peptic ulcer diseae protocols,rest
Acne (Chronic),consult specialist,monitor vitals,follow Acne protocols,rest
Drug Reaction (Stage 1),consult specialist,monitor vitals,follow Drug Reaction protocols,rest
Otitis Media (Ear Infection),consult specialist,monitor vitals,follow Otitis Media protocols,rest
Ebola (Severe),consult specialist,monitor vitals,follow Ebola protocols,rest
Mumps (Severe),consult specialist,monitor vitals,follow Mumps protocols,rest
Hypertension  (Acute),consult specialist,monitor vitals,follow Hypertension protocols,rest
Gastroenteritis (Acute),consult specialist,monitor vitals,follow Gastroenteritis protocols,rest
Hypertension (High BP) (Stage 1),consult specialist,monitor vitals,follow Hypertension protocols,rest
Bronchial Asthma (Chronic),consult specialist,monitor vitals,follow Bronchial Asthma protocols,rest
Influenza (Acute),consult specialist,monitor vitals,follow Influenza protocols,rest
Gout (Stage 1),consult specialist,monitor vitals,follow Gout protocols,rest
Bronchitis,consult specialist,monitor vitals,follow Bronchitis protocols,rest
Fibromyalgia (Chronic),consult specialist,monitor vitals,follow Fibromyalgia protocols,rest
COVID-19 (Severe),consult specialist,monitor vitals,follow COVID-19 protocols,rest
Peptic ulcer diseae (Stage 1),consult specialist,monitor vitals,follow Peptic ulcer diseae protocols,rest
Liver Cirrhosis,consult specialist,monitor vitals,follow Liver Cirrhosis protocols,rest
Cervical spondylosis (Acute),consult specialist,monitor vitals,follow Cervical spondylosis protocols,rest
Osteoporosis (Mild),consult specialist,monitor vitals,follow Osteoporosis protocols,rest
Dimorphic hemmorhoids(piles) (Acute),consult specialist,monitor vitals,follow Dimorphic hemmorhoids protocols,rest
Acne (Stage 1),consult specialist,monitor vitals,follow Acne protocols,rest
Food Poisoning (Acute),consult specialist,monitor vitals,follow Food Poisoning protocols,rest
Appendicitis,consult specialist,monitor vitals,follow Appendicitis protocols,rest
Tuberculosis (Mild),consult specialist,monitor vitals,follow Tuberculosis protocols,rest
